name,line
The Devil,"Ah, that was great. Thanks for going to Chuck E. Cheese with me. I kinda forgot the whole sin thing, but, you know, we got a bunch of tickets, I got some sticky hands. Remember that big gun in the sky? That was crazy, right?"
Shadow,Didn't it blow up the White House?
The Devil,That was so funny.
Shadow,Aren't we standing next to the White Ho- (Shadow screaming)
Shadow,"(sighs) Every day feels the same. I make the same god damn joke, I get blown up."
The Devil,"Hey, tricked ya!"
Rouge,"You know, Eggman just pays me not to blow up his robots. You could get in on this."
Shadow,"Maybe, but I need to become president."
Rouge,A protection racket is a surefire way to become president.
Shadow,"Good thoughts, Rouge, you're hired."
Shadow,He really let himself go since the last time we saw him.
Rouge,"I mean, none of us are. Look at us, we're cartoon talking animals."
Rouge,"Look, there's a whole room full of cartoon talking animals over here."
Clones,A clone of myself! A clone of myself! A clone of myself! A clone of myself!
Rouge,"Hey, Omega, is this normal?"
Rouge,"Oh, fuck, we gotta go to a doctor right now! Do you know, like, 3000 doctors we could get here?"
Rouge,"All right, well, nothing to it. Let's blow 'em all up."
Shadow,I keep remembering my presidential run back in the election year of 1907.
The Devil,"Hi, Shadow! It's me, the Devil!"
The Devil,I love you!
The Devil,I'm having so much fun with you!
Shadow,"Thank you, I suppose?"
Shadow,"Wait, one, two, three, four, five... Where... Where's that fricking sixth chaos emerald?"
Shadow,Is it up there? This is a nice place.
Shadow,"Well, them's the breaks, pal. Them's the breaks."
Sonic,"Shadow, you're an asshole, man."
Shadow,"You are what you eat, Sonic."
Sonic,"What the- What the hell, man?"
Sonic,"Oh, my God! That was kind of sick!"
Shadow,"Thanks, I worked hard on it."
The Devil,"This is the last time I fuckin' play around with mortals. You guys are all fuckin' mean, earthly desires and all that shit. You think I care about being president of hell? No, it's just my job, it's what I do. I rule over Tartarus with an iron black fist. It was awesome until I decided to have fun!"
Shadow,"Wait, are you telling me you're upset that humans sin? What the fuck is wrong with you? You suck as the devil! This is why I'm gonna usurp you one day! Maybe. If I decide that. I don't know, I've lost control of my life."
The Devil,Usurp these nuts.
Shadow,"At last, they're all here. nSo, king of hell, president, I have all this power at my fingertips."
The Devil,Hey! What's up?
The Devil,It's me!
Shadow,Stoooop!
The Devil,I don't know how to impress upon you that physical damage done to my body does not affect me in the long term.
Sonic,Shadow!
The Devil,"Oh, your friends are here!"
Sonic,"We're here to help you, man! With what, I don't know, but I value our friendship!"
Eggman,"Jesus Christ, watch out for that son of a bitch!"
The Devil,"It's really cute that you're gonna defeat me with the power of friendship and all, but again, I am the devil from the Bible, so I don't know how well it's gonna work."
Sonic,"You motherfucker, you didn't let me finish!"
The Devil,"Uh-huh, go ahead."
Shadow,I have all this power in my hands-
The Devil,"Shut up, shut up, shut the fuck up. I'm the de- I don't care! I do not care! You don't understand, I came down here as a joke to have fun! This is not- This means nothing to me! This means nothing to me, all right? You mean nothing to me! You and your little friends are fuckin' annoying! This is why I stay down in hell, this is why I punish sinners! I'm the good guy! Do you realize? I am the good guy here! I am the winner of everything! God goes up and he plays with all his little friends like, Oh look, he donated to charity, yeah, whatever, fuckin'- (babbles gibberish)"
Shadow,(grunting)
The Devil,"I get to kill people! I get to poke people with hot sticks all day! It's great, gimme those! You don't get those, you lost your stupid little privileges! Fuck you! Dipshit!"
Eggman,"Oh, God!"
The Devil,Go to space!
The Devil,"Look, I can do this! I can do this any time I want! This is nothing to me! You are nothing to me! I hate you! I hate you! This is my big fucking thing!"
Sonic,"Oh my God, he's fucking losing it entirely!"
The Devil,"Why don't you answer my chats in your chat box? I have the sub badge, 12 months. You never acknowledged me, not even once. And I came here from hell to have fun with you! I'm your biggest fan! I've been with you since day one! I got first badge, I was your first subscriber! And you don't pay attention to me! I was with you through your candidacy, I was with you through your sin points, we went to Chuck E. Cheese, you got me the little parachuting trooper boy, and yet you won't acknowledge me! You still just leave me in the dust every single day!"
The Devil,"So this guy, in 50 years, he's gonna be the best streamer in the world and he's gonna be my friend, you said?"
Gerald,"I created Shadow, really, just to roast you. To call you all sorts of things and usurp your power. You were never strong. All right, I'm going to end stream now."
The Devil,"So all of this, this was a big prank?"
Gerald,"That's right, it was all a joke. I don't know how I'm talking to you in real time, [Penny laughs] but just pretend that I'm not actually here. I'm speaking to you from the past. [to Shadow] Shadow, get up and call him a dumbass motherfucker, all right? Promise me this."
Maria,Wait! I think you should call him a bitch-ass motherfucker!
The Devil,"Don't call me that, all right? Don't call me that. Don't call me that, all right? Listen to me, dude. I've been in your chat since day one. You don't wanna hurt my feelings, right? I'm loyal! I follow you on Twitter! Your side account and your main! I even follow your after dark Twitter! You can't do this to me, please! It's me, your friend!"
Shadow,"I want to hurt your feelings so badly. You have no idea, Satan. Lucifer. Can I call you Lucy? I will anyway, whether you like it or not."
The Devil,"Hey, hey, hey don't come any closer! (he stammers in fear) Don't, no!"
Shadow,Bitch!
Dispatcher,"(intercom) Alright, it looks like we got Sonic finally."
Dispatcher,"(intercom) He's been really hard to catch because he's so fast, but fortunately, we have him in this enclosed space."
Sonic,(muffled) I'm gonna kill all of you!
Dispatcher,"(intercom) Yep, we've heard that one before."
Dispatcher,"(intercom) Anyway, so- oh wait..."
Sonic,(muffled) I'm bustin' out now! I'm actively busting out the prison.
Dispatcher,"(intercom) Oh god, he's actually doing it."
Sonic,I'm now outside of the prison bars! Here I go!
Dispatcher,"(intercom) You're a fugitive to law, Sonic."
Sonic,Blam! I told you! (grabs onto missile holster of helicopter) I was gonna break free!
Dispatcher,"(intercom) You son of a bitch, Sonic."
Sonic,"Live and Learn, everybody. That's what I'm talking about!"
Sonic,Talk about a low budget flight! No food or movies? I'm- (Big peeks out of the doorway) Big?! What are you doing here?
Dispatcher,(intercom) He's also being brought into custody.
Sonic,You need to go back home. (Sonic jumps off of the plane with his skateboard that just appeared) I have a suspicion you left the oven oooooooooooooonnnnnn!
Sonic,Woooooooooooooo!
Hayley,That's a cool JPEG.
Sonic,Huh?!
Shadow,Hey.
Sonic,Wh- what's that?
Shadow,Do you know where the nearest Hot Topic is?! Za Warudo!
Sonic,"Hey, you put that down. That's an expensive diamond!"
Shadow,"Diamonds aren't green, dick-nips."
Sonic,"That's really rude, I'm gonna have to call the polices on you!"
Shadow,Za Warudo!
Sonic,(off-screen) I'll make you eat those words! (breaking into laughter with the rest of the cast)
Sonic,Wha--?
Shadow,"See ya, nerd."
Sonic,Huh?!
Sonic,He's faster than Sonic! He's faster than Sonic! What?
Sonic,It's almost like that.. emerald has some sort of power!
Shadow,This emerald has all sorts of power. Za Warudo!
Sonic,Stop saying that.
Rouge,We meet at at last!
Knuckles,"We met last week, what are you talking about? You've been hittin' the reefers."
Knuckles,AGH!
Eggman,"That's right, Sonic! I'm taki- oh-- oh, I mean-- Oh wait, Sonic isnt here. Knuckles, I'm taking your Emeralds!"
Knuckles,"That's fine, I didn't really want it anyway."
Rouge,"Hey, those are mine, bring 'em back!"
Eggman,"No, fuck you. I'm takin' it away, you...thot ass. Bitch, I could--"
Knuckles,"Ugh, now I'm mad! Ahhhhhh! I can't--"
Eggman,OH! MY EMERALDS! OHH!! AGHH!
Rouge,That's what you get for being a dumb- dumb piece of shit!
Knuckles,"Sorry, I wasn't trying to touch you! Nerd!"
Rouge,"Yeah, you were!"
Knuckles,Get out of my face-
Rouge,Pervert!
Knuckles,I just punched an emerald! Hurt really bad.
Eggman,"I'm gonna kill these sons of bitches, RAH."
Rouge,I can't believe you did this. This is all your fault.
Knuckles,I can't believe your tits are one polygon!
Tails,"I'm flying this plane all by myself, I'm literally five years old. I'm not in any way qualified to do this."
Eggman,[snickers evilly as he approaches her in his Eggwalker]
Amy,Where's my mom?
Tails,"Hey, what are you doing down there? She's looks like she's all by herself. Maybe I should go pick her up in my super cool airplane."
Eggman,What the actual shit. Where did Amy GO? SHE WAS RIGHT IN FRONT OF ME!
Tails,"Eggman, come over here!"
Eggman,"I'M GOING TO-- ARRRRGH, MY BONES!! Augh, I know I should've-- [coughs loudly]"
Eggman,WHY ARE YOU DOING THIS?
Tails,Happy April Fools!
Eggman,"OH, MY GOD! That's it, I'm calling the police! 911, I'm the detec--"
Tails,I AM THE POLICE! [Defeats Eggman]
Eggman,[Long vomit-like grunt of death]
Eggman,[sigh]
Amy,Are you my mom?
Tails,"Uh, hey Amy, I'm great. Do you want to come get in my supercool airplane?"
Amy,No! Not at all. It looks really gross.
Blue,Aww! (reacting to Tails shrugging at Amy's answer)
Amy,"Wait, on second thought, I don't wanna be here."
Tails,"No, it's too late. You already made up your mind, I'm out of here!"
Amy,Wait come back! I changed my mind!
Sonic,Oh... I'm in jail again! I just-- Amy!?
Amy,Hey! I found you!
Sonic,"No! No, I told you once too many-- Ohh, I'm so mad at you! One too many times is enough!"
Amy,One too many times is not enough!
Sonic,Hey! You stop it right now. You're trying to trick me with your vixen tricks? I won't take any card. I can get out by myself.
Amy,"Alright, bye! Have good times in prison."
Shadow,"That blue hedgehog again, of all places."
Sonic,"(talking over Shadow) Hey, that's..."
Sonic,I've... f-found you... faker!
Shadow,Faker? I think you're the fake hedgehog around here.
Sonic,I'll make you eat those words!
Shadow,Perish.
Hayley,"(deadpan) Shadow. [reading the on-screen text, signalling the start of Sonic and Shadow's first battle]"
Shadow,"Yes, thank you, voice."
Shadow,Let me just spit it out!
Sonic,"Thanks, I forgot who this was!"
Shadow,No. Nice to meet you. I'm Shadow. Ow.
Sonic,Sorry for hitting you so much. It's just... it's part of the narrative. Wham!
Shadow,Ouch!
Sonic,Ow!
Shadow,"I got you, you stupid blue fool."
Sonic,(over Shadow's speaking) Ow!
Sonic,It seems as if we're evenly matched in some kind of way!
Shadow,OW! We aren't. You just killed me.
Sonic,Just kidding! I'm better than you! I'm better than everyone!
Shadow,But... I'm the ultimate lifeform...
Eggman,(over a walkie-talkie) It would seem that you bitches have come to a standstill in Tarzan's forest.
Sonic,Hot Topic!?
Shadow,No! My secret!
Ryan,"Alfred, I hope you know that is actually what happens in the story."
Penny,"That is act-- like, he literally was like-"
Alfred,"Wait, dead seriously? Seriously?!"
Ryan,He literally says this island will explode--
Penny,"Yeah, see? Watch!"
Alfred,"OH MY GOD, I DIDN'T KNOW!!"
Knuckles,"And so I said, What are you, smoking the reefer again? Hahaha, classic. Ahh, I enjoy our talks."
Eggman,"(on a live broadcast on every TV screen in the city) Hehehe! Hey, everyone! Guess what?"
Ugly Little Girl,Mommy...?
Eggman,"And your STUPID NOSE! I'm taking everything from you, GIVE me your phone."
Civilian,"Oh my God, it missed!"
Eggman,"Fuck you, Moon! You never had the cheese I wanted!"
Civilian,Oh. Well that wasn't very nice.
Eggman,"I hope you're ready to die, It's gonna be like Evangelion. Get the fuck out."
Sonic,Whoa...
Amy,"That is like, Evangelion or some shit man, that is crazy. Anyway."
Sonic,"I just- n'ohhh. I always didn't like the Moon, but--"
Tails,"No, I loved the Moon! I don't know why he felt like he needed to blow it up."
Sonic,"Well, maybe it like said something weird about his mom or something. I don't know. I can't put my finger on it."
Tails,"Well, here! Take this... diamond as a consolation prize."
Sonic,"Wait a minute, I have an epiphany!"
Amy,"Wait, what's-"
Tails,Let's go!
Amy,What's an epiphany?
Amy,So I said... Why the long face?
Tails,That's not- That's not very funny Amy honestly you probably should like pick-
Amy,Ohhh. You mean I should marry a very handsome and wealthy man who has stock in the diamond and ring business?
Knuckles,"Hey, what's up good-looking? Also, hi Amy."
Tails,"Can you guys like, stop having relationship issues while I'm on the phone with my dentist?"
Knuckles,Agh!
Secretary,"Mr. President, you have a dentist appointment at 7:00."
President,[exasperated sigh]
President,Mmmm... That's my favorite song!
Eggman,I'm takin' over the universe! I'm takin' over yo' world! I'm takin' yo' TV! I'm GLITCHIN' it!
President,Crackin' Eggs?
Sonic,"Hi, Mr. President. We need your help!"
President,[gasp]
President,"(talking over Sonic) Sonic, my long-lost lover! It's fi-- oh--"
Sonic,"Wha-- Hey. I told you not to bring that up anymore. I'm putting that behind me, Mr. President."
Tails,"Sonic I found this, like, used copy of Sims 4!"
Sonic,"What?! That's the least best Sims game! But I'll take it anyway, come on let's go!"
Tails,Wait for meeeee!
President,"Wait, wait! Come back! Honeeeeeeeeyyyyyyyyyy (turns vomit-like in the end)"
Knuckles,How the fuck did we get to Egypt!?
Sonic,"It's a big triangle or something, I don't know. What's on the top there?"
Knuckles,"I don't know, but I'm gonna punch it. That's... what I do."
Sonic,"Hey, don't be so mean to Amy, okay? She's literally just standing there."
Knuckles,(over Sonic) No!
Tails,"Alright, I've got my jet! Let's go!"
Sonic,We don't have a jet.
Sonic,I'm gonna go in there first and you guys back me up okay?
Tails,Nope. I'm going.
Sonic,Do you guys hear me? Do you- hey!
Tails,I'm just trying to get a feel for this door. I think it's made-
Sonic,"It's made of wood, Tails, there's nothing else to get a feel of. It's wood and paint."
Knuckles,Uh actually it's a really low-res JPEG.
Sonic,What? A J- What's a JPEG? Stop speaking witch.
Eggman,"Heyy, bitcheeeees~. Didn't expect to see me."
Sonic,"Hey, what's going on Eggman? Some weird guy named the Glitch is-"
Eggman,"Sonic, I've had enough. You took my wife. You fucked my crops. I'm taking ya life."
Alfred,(reminding us he is blind to this game) WHAT?! WHAT?! WH-- WHY IS NASA THERE!? I'M SO CONFUSED!
Sonic,I gotta get on that plane!
Knuckles,"Oh, no! It's an ancient Egyptian space shuttle!"
Alfred,"Can I just real quick say that I never got to play this game, and everything that's happening is new to me and my mind can't... connect right now."
Hayley,"No, it's fine. Don't worry."
Blue,"[laughing] I'm in the same boat, I have no fucking clue what's happening."
Sonic,Did someone drop the emeralds again?
Knuckles,"It wasn't me, I swear!"
Tails,"Hey Sonic, I have a question. Since I'm literally five, can you please explain to me how you fucked crops?"
Sonic,"I did not-- I didn't wanna have to explain that to you Tails, I didn't wanna! You forced my hand."
Tails,PLEASE...!
Sonic,"Now you're scarred for life, and I'm gonna have to take you to therapy, and it's just-"
Tails,Yeah I think I need to melt now.
Amy,"After you explained how to fuck plants, I think I'm a veggie."
Tails,"I didn't expect that to be exactly how you explained it,"
Amy,"Well, it's a personal choice and I thank you not to judge me for it."
Sonic,"Amy, shut up right now. Shut your mouth, right now. We are not opening up that can of worms. Okay."
Tails,"Okay, I think I found him. He looks like he's uhhh... somewhere inside-- some-- there's a flashing pink thing. I don't really know."
Amy,We need to find our way down the thermal coils to the nuclear reactor.
Tails,"I-- Okay, but I really just want to hold on to this very shiny object, it's really pretty."
Amy,"Oooooh, shiny~!"
Tails,I was thinking I was gonna give it to my mom for her birthday.
Sonic,At least we found some use for this piss rock.
Sonic,I'm out of here. See you later!
Sonic,"So wait, I had to put the what in the what now?"
Tails,(over walkie-talkie) You have to put it in the nuclear reactor!
Sonic,Huh? What!?
Knuckles,"Ah, I see we meet again. For the first last time."
Rouge,But this time we're in space. I don't know how the fuck I got here to be honest with you.
Knuckles,I don't know how the fuck I'm breathing to be honest. AGH!
Rouge,"So, do you want to like, go get coffee later?"
Knuckles,They're my favorite polygon!
Rouge,[Anguished screaming]
Knuckles,Noooo!
Knuckles,(after saving Rouge by grabbing her hand) I did it!
Rouge,Knuckles.
Knuckles,"I'm sorry, did you not consent to me saving your life?!"
Rouge,"No, I did. I just-"
Big,[appears and makes a distracting noise]
Knuckles,I'll push you back down!
Rouge,"(over Knuckles' sarcastic apology) No, listen!"
Knuckles,"I'm sorry, I didn't mean to do that."
Rouge,"You're not listening to me! I wanted to say, I'm sorry for the way that I've acted and--"
Knuckles,"Whoa! Big, what are you doing back there, dude?!"
Big,"Uh, nothing! Uh, don't even look at me, I--"
Rouge,"Who are you talking to? Never mind, it doesn't matter, I'm super high right now."
Rouge,Yeah. Weed. Just for you.
Sonic,"That's right, everybody. It's your favorite boi."
Eggman,"(in a shaky voice, possibly from insanity) Get the fuck out or I'm gonna shoot Amy in the fucking face!"
Sonic,No!
Eggman,"I swear to GOD, I'll DO IT, you BITCH!! GET OUT!! I will pop her."
Amy,Don't give him my life for a piss rock!
Sonic,Will you pop this piss rock?
Eggman,[gasp]
Amy,(off-screen) Sonic!!
Eggman,"(in a deeper voice) You thought you were gonna escape, and I knew you were gonna fart in here, so I had to put up a fucking seal."
Sonic,WOAHHHH!!!
Amy,Noooo!
Tails,Sonic!
Sonic,Talk about a low-budget flight.
Tails,"Shoot me you fucking coward, DO IT."
Tails,You won't!
Eggman,"I'm going to make sure that you watch my Vine compilations and I'm gonna make you perish, you little rodent!"
Tails,I will never watch your Vine compilations 'cuz they suck. You pick all the bad Vines!
Amy,I'm just gonna hang out in the corner here and watch. J-Just don't shoot me!
Eggman,My Funyun® rings! I'm taking them back!
Tails,Gimme those Funyuns!
Eggman,Give them back to me!
Tails,OMNOMNOMNOMNOM!
Eggman,I'M GOING TO KILL YOU!
Tails,"They're my Funyuns now, Eggman."
Eggman,"Tails, listen to me. I know who your mother is... [coughing in defeat]"
Tails,Don't you fucking lie to me!!
Knuckles,Am I in Halo?
A voice,Oooooh...
The voice,Knuckles... here's your bitch back. (echoing)
Knuckles,"...Thanks, Jesus!"
Sonic,"One bitch, fresh off the presses! Wassup, Knuckles? Piss rock saved me. And now I'm all dizzy."
Knuckles,I'm- I'm too high for this shit. I can't. I can't.
Sonic,"Oh, God, please."
Knuckles,(holding Sonic on his shoulders from being high) Are you... limber?
Sonic,"No, I'm like a high equivalent. Anyway,"
Knuckles,What?
Sonic,"So uh, what's going on with Eggman? What'd he do, did he make everybody watch the Splatoon Let's Plays or somethin'?"
Knuckles,"Everybody at home, are you getting this right now?"
Sonic,"Hey, this looks really d- delicious. I feel like I could eat this."
Knuckles,Sonic! No! You're joking--
Sonic,...not gonna do that!
Knuckles,Whatever.
Hayley,W-W-W-W-W-W-Welcome to the Fun Land!
Sonic,(noticing Shadow) Oh.
Shadow,"Welcome to Fun Land, Sonic."
Sonic,Oh sweet! Is there a cartw- wait. Ferris wheel is what I meant.
Shadow,"Oh, you know I have, Sonic. You know I've seen my fair share of piss rocks. Now let's start running."
Sonic,(talking over Shadow) You said that really sensually!
Shadow,"Yes. I'm a very sensual being, a hopeless romantic if you will."
Sonic,"What ya see is what ya get, just a guy who loves piss rocks!"
Shadow,What the fuck?
Sonic,I'm gonna get faster than youuu!
Shadow,"No, I'm faster than you actually. I did the math, I'm pretty fast."
Sonic,"(talking over Shadow) No, I'm faster than you! It's part of my name! Sonic-"
Shadow,"(talking over Sonic) See look, I'm faster- Ow."
Sonic,Sonic Fast-Man Hedghog.
Shadow,"(over Shadow) Ok, first of all, rude. This is still just like Dragon Ball Z."
Sonic,"(repeatedly using his Homing Attack on Shadow) Bam bam bam bam bam bam, you know how it goes, you know how it goes."
Shadow,"Yes, this is... (indiscernable)"
Sonic,"Uh, just like Dragon Ball Z, did you ever watch that one episode of Dragon Ball Super where..."
Sonic,"And then I said, Hey! Give me back my lettuce!"
Shadow,"What kind of list was it? Is it the Naughty-Nice List, you Santa mofo?"
Sonic,"No, I said lettuce."
Shadow,Ahhh!!
Sonic,Were you even listening at all?
Sonic,(holding onto a wire) Shoulda taken dayquil!
